Serial Number:     526487     --     Series: Temperature   (*C)

Date Time	Temperature   (*C)
04/27/02 02:00:00.0	10.91
04/27/02 02:10:00.0	10.91
04/27/02 02:20:00.0	10.83
04/27/02 02:30:00.0	10.83
04/27/02 02:40:00.0	10.83
04/27/02 02:50:00.0	10.83
04/27/02 03:00:00.0	10.83
04/27/02 03:10:00.0	10.83
04/27/02 03:20:00.0	10.83
04/27/02 03:30:00.0	10.74
04/27/02 03:40:00.0	10.66
04/27/02 03:50:00.0	10.66
04/27/02 04:00:00.0	10.66
04/27/02 04:10:00.0	10.74
04/27/02 04:20:00.0	10.74
04/27/02 04:30:00.0	10.83
04/27/02 04:40:00.0	10.74
04/27/02 04:50:00.0	10.74
04/27/02 05:00:00.0	10.74
04/27/02 05:10:00.0	10.74
04/27/02 05:20:00.0	10.58
04/27/02 05:30:00.0	10.58
04/27/02 05:40:00.0	10.49
04/27/02 05:50:00.0	10.49
04/27/02 06:00:00.0	10.49
04/27/02 06:10:00.0	10.41
04/27/02 06:20:00.0	10.41
04/27/02 06:30:00.0	10.32
04/27/02 06:40:00.0	10.49
04/27/02 06:50:00.0	10.58
04/27/02 07:00:00.0	10.66
04/27/02 07:10:00.0	10.66
04/27/02 07:20:00.0	10.74
04/27/02 07:30:00.0	10.66
04/27/02 07:40:00.0	10.74
04/27/02 07:50:00.0	10.66
04/27/02 08:00:00.0	10.74
04/27/02 08:10:00.0	10.74
04/27/02 08:20:00.0	10.66
04/27/02 08:30:00.0	10.66
04/27/02 08:40:00.0	10.66
04/27/02 08:50:00.0	10.66
04/27/02 09:00:00.0	10.66
04/27/02 09:10:00.0	10.58
04/27/02 09:20:00.0	10.49
04/27/02 09:30:00.0	10.41
04/27/02 09:40:00.0	10.41
04/27/02 09:50:00.0	10.41
04/27/02 10:00:00.0	10.41
04/27/02 10:10:00.0	10.32
04/27/02 10:20:00.0	10.58
04/27/02 10:30:00.0	10.66
04/27/02 10:40:00.0	10.66
04/27/02 10:50:00.0	10.74
04/27/02 11:00:00.0	10.74
04/27/02 11:10:00.0	10.74
04/27/02 11:20:00.0	10.74
04/27/02 11:30:00.0	10.66
04/27/02 11:40:00.0	10.49
04/27/02 11:50:00.0	10.49
04/27/02 12:00:00.0	10.41
04/27/02 12:10:00.0	10.49
04/27/02 12:20:00.0	10.49
04/27/02 12:30:00.0	10.66
04/27/02 12:40:00.0	10.58
04/27/02 12:50:00.0	10.66
04/27/02 13:00:00.0	10.58
04/27/02 13:10:00.0	10.49
04/27/02 13:20:00.0	10.66
04/27/02 13:30:00.0	10.49
04/27/02 13:40:00.0	10.41
04/27/02 13:50:00.0	10.41
04/27/02 14:00:00.0	10.41
04/27/02 14:10:00.0	10.41
04/27/02 14:20:00.0	10.32
04/27/02 14:30:00.0	10.41
04/27/02 14:40:00.0	10.41
04/27/02 14:50:00.0	10.41
04/27/02 15:00:00.0	10.32
04/27/02 15:10:00.0	10.41
04/27/02 15:20:00.0	10.32
04/27/02 15:30:00.0	10.41
04/27/02 15:40:00.0	10.66
04/27/02 15:50:00.0	10.49
04/27/02 16:00:00.0	10.66
04/27/02 16:10:00.0	10.66
04/27/02 16:20:00.0	10.58
04/27/02 16:30:00.0	10.58
04/27/02 16:40:00.0	10.66
04/27/02 16:50:00.0	10.74
04/27/02 17:00:00.0	10.74
04/27/02 17:10:00.0	10.83
04/27/02 17:20:00.0	10.74
04/27/02 17:30:00.0	10.83
04/27/02 17:40:00.0	10.91
04/27/02 17:50:00.0	10.74
04/27/02 18:00:00.0	10.74
04/27/02 18:10:00.0	10.83
04/27/02 18:20:00.0	10.91
04/27/02 18:30:00.0	10.83
04/27/02 18:40:00.0	10.83
04/27/02 18:50:00.0	10.83
04/27/02 19:00:00.0	10.83
04/27/02 19:10:00.0	10.83
04/27/02 19:20:00.0	10.83
04/27/02 19:30:00.0	10.91
04/27/02 19:40:00.0	10.91
04/27/02 19:50:00.0	10.91
04/27/02 20:00:00.0	10.91
04/27/02 20:10:00.0	10.99
04/27/02 20:20:00.0	10.99
04/27/02 20:30:00.0	10.99
04/27/02 20:40:00.0	10.99
04/27/02 20:50:00.0	10.99
04/27/02 21:00:00.0	10.99
04/27/02 21:10:00.0	10.99
04/27/02 21:20:00.0	10.99
04/27/02 21:30:00.0	10.99
04/27/02 21:40:00.0	10.99
04/27/02 21:50:00.0	10.99
04/27/02 22:00:00.0	10.99
04/27/02 22:10:00.0	10.99
04/27/02 22:20:00.0	10.99
04/27/02 22:30:00.0	10.91
04/27/02 22:40:00.0	10.91
04/27/02 22:50:00.0	10.91
04/27/02 23:00:00.0	10.74
04/27/02 23:10:00.0	10.74
04/27/02 23:20:00.0	10.66
04/27/02 23:30:00.0	10.58
04/27/02 23:40:00.0	10.49
04/27/02 23:50:00.0	10.49
04/28/02 00:00:00.0	10.41
04/28/02 00:10:00.0	10.32
04/28/02 00:20:00.0	10.32
04/28/02 00:30:00.0	10.24
04/28/02 00:40:00.0	10.07
04/28/02 00:50:00.0	10.07
04/28/02 01:00:00.0	9.98
04/28/02 01:10:00.0	9.98
04/28/02 01:20:00.0	9.98
04/28/02 01:30:00.0	10.07
04/28/02 01:40:00.0	10.16
04/28/02 01:50:00.0	10.07
04/28/02 02:00:00.0	10.07
04/28/02 02:10:00.0	10.07
04/28/02 02:20:00.0	10.07
04/28/02 02:30:00.0	10.07
04/28/02 02:40:00.0	10.07
04/28/02 02:50:00.0	10.16
04/28/02 03:00:00.0	10.16
04/28/02 03:10:00.0	10.24
04/28/02 03:20:00.0	10.32
04/28/02 03:30:00.0	10.32
04/28/02 03:40:00.0	10.32
04/28/02 03:50:00.0	10.32
04/28/02 04:00:00.0	10.41
04/28/02 04:10:00.0	10.41
04/28/02 04:20:00.0	10.41
04/28/02 04:30:00.0	10.49
04/28/02 04:40:00.0	10.49
04/28/02 04:50:00.0	10.49
04/28/02 05:00:00.0	10.58
04/28/02 05:10:00.0	10.49
04/28/02 05:20:00.0	10.49
04/28/02 05:30:00.0	10.58
04/28/02 05:40:00.0	10.66
04/28/02 05:50:00.0	10.49
04/28/02 06:00:00.0	10.58
04/28/02 06:10:00.0	10.49
04/28/02 06:20:00.0	10.49
04/28/02 06:30:00.0	10.41
04/28/02 06:40:00.0	10.41
04/28/02 06:50:00.0	10.32
04/28/02 07:00:00.0	10.32
04/28/02 07:10:00.0	10.32
04/28/02 07:20:00.0	10.24
04/28/02 07:30:00.0	10.32
04/28/02 07:40:00.0	10.24
04/28/02 07:50:00.0	10.24
04/28/02 08:00:00.0	10.24
04/28/02 08:10:00.0	10.16
04/28/02 08:20:00.0	10.32
04/28/02 08:30:00.0	10.32
04/28/02 08:40:00.0	10.32
04/28/02 08:50:00.0	10.41
04/28/02 09:00:00.0	10.16
04/28/02 09:10:00.0	10.16
04/28/02 09:20:00.0	10.16
04/28/02 09:30:00.0	10.16
04/28/02 09:40:00.0	10.16
04/28/02 09:50:00.0	10.16
04/28/02 10:00:00.0	10.24
04/28/02 10:10:00.0	10.24
04/28/02 10:20:00.0	10.24
04/28/02 10:30:00.0	10.32
04/28/02 10:40:00.0	10.32
04/28/02 10:50:00.0	10.32
04/28/02 11:00:00.0	10.32
04/28/02 11:10:00.0	10.32
04/28/02 11:20:00.0	10.32
04/28/02 11:30:00.0	10.32
04/28/02 11:40:00.0	10.32
04/28/02 11:50:00.0	10.32
04/28/02 12:00:00.0	10.32
04/28/02 12:10:00.0	10.32
04/28/02 12:20:00.0	10.32
04/28/02 12:30:00.0	10.32
04/28/02 12:40:00.0	10.32
04/28/02 12:50:00.0	10.41
04/28/02 13:00:00.0	10.41
04/28/02 13:10:00.0	10.41
04/28/02 13:20:00.0	10.49
04/28/02 13:30:00.0	10.49
04/28/02 13:40:00.0	10.49
04/28/02 13:50:00.0	10.49
04/28/02 14:00:00.0	10.49
04/28/02 14:10:00.0	10.49
04/28/02 14:20:00.0	10.49
04/28/02 14:30:00.0	10.49
04/28/02 14:40:00.0	10.49
04/28/02 14:50:00.0	10.58
04/28/02 15:00:00.0	10.58
04/28/02 15:10:00.0	10.58
04/28/02 15:20:00.0	10.58
04/28/02 15:30:00.0	10.58
04/28/02 15:40:00.0	10.66
04/28/02 15:50:00.0	10.83
04/28/02 16:00:00.0	10.99
04/28/02 16:10:00.0	10.99
04/28/02 16:20:00.0	11.08
04/28/02 16:30:00.0	11.17
04/28/02 16:40:00.0	11.17
04/28/02 16:50:00.0	11.25
04/28/02 17:00:00.0	11.42
04/28/02 17:10:00.0	11.42
04/28/02 17:20:00.0	11.25
04/28/02 17:30:00.0	11.25
04/28/02 17:40:00.0	11.08
04/28/02 17:50:00.0	10.99
04/28/02 18:00:00.0	10.91
04/28/02 18:10:00.0	10.91
04/28/02 18:20:00.0	10.83
04/28/02 18:30:00.0	10.83
04/28/02 18:40:00.0	10.74
04/28/02 18:50:00.0	10.74
04/28/02 19:00:00.0	10.74
04/28/02 19:10:00.0	10.74
04/28/02 19:20:00.0	10.74
04/28/02 19:30:00.0	10.74
04/28/02 19:40:00.0	10.74
04/28/02 19:50:00.0	10.74
04/28/02 20:00:00.0	10.74
04/28/02 20:10:00.0	10.74
04/28/02 20:20:00.0	10.74
04/28/02 20:30:00.0	10.74
04/28/02 20:40:00.0	10.83
04/28/02 20:50:00.0	10.83
04/28/02 21:00:00.0	10.83
04/28/02 21:10:00.0	10.83
04/28/02 21:20:00.0	10.83
04/28/02 21:30:00.0	10.83
04/28/02 21:40:00.0	10.83
04/28/02 21:50:00.0	10.83
04/28/02 22:00:00.0	10.83
04/28/02 22:10:00.0	10.83
04/28/02 22:20:00.0	10.83
04/28/02 22:30:00.0	10.83
04/28/02 22:40:00.0	10.83
04/28/02 22:50:00.0	10.83
04/28/02 23:00:00.0	10.83
04/28/02 23:10:00.0	10.83
04/28/02 23:20:00.0	10.83
04/28/02 23:30:00.0	10.74
04/28/02 23:40:00.0	10.74
04/28/02 23:50:00.0	10.74
04/29/02 00:00:00.0	10.74
04/29/02 00:10:00.0	10.74
04/29/02 00:20:00.0	10.74
04/29/02 00:30:00.0	10.83
04/29/02 00:40:00.0	10.83
04/29/02 00:50:00.0	10.83
04/29/02 01:00:00.0	10.74
04/29/02 01:10:00.0	10.83
04/29/02 01:20:00.0	10.83
04/29/02 01:30:00.0	10.83
04/29/02 01:40:00.0	10.83
04/29/02 01:50:00.0	10.83
04/29/02 02:00:00.0	10.83
04/29/02 02:10:00.0	10.83
04/29/02 02:20:00.0	10.83
04/29/02 02:30:00.0	10.83
04/29/02 02:40:00.0	10.83
04/29/02 02:50:00.0	10.83
04/29/02 03:00:00.0	10.83
04/29/02 03:10:00.0	10.74
04/29/02 03:20:00.0	10.74
04/29/02 03:30:00.0	10.74
04/29/02 03:40:00.0	10.83
04/29/02 03:50:00.0	10.83
04/29/02 04:00:00.0	10.91
04/29/02 04:10:00.0	10.91
04/29/02 04:20:00.0	10.91
04/29/02 04:30:00.0	10.91
04/29/02 04:40:00.0	10.99
04/29/02 04:50:00.0	10.99
04/29/02 05:00:00.0	10.99
04/29/02 05:10:00.0	10.99
04/29/02 05:20:00.0	11.08
04/29/02 05:30:00.0	11.08
04/29/02 05:40:00.0	11.17
04/29/02 05:50:00.0	11.17
04/29/02 06:00:00.0	11.17
04/29/02 06:10:00.0	11.25
04/29/02 06:20:00.0	11.25
04/29/02 06:30:00.0	11.17
04/29/02 06:40:00.0	11.17
04/29/02 06:50:00.0	11.17
04/29/02 07:00:00.0	11.17
04/29/02 07:10:00.0	11.17
04/29/02 07:20:00.0	11.17
04/29/02 07:30:00.0	11.08
04/29/02 07:40:00.0	11.08
04/29/02 07:50:00.0	11.08
04/29/02 08:00:00.0	11.08
04/29/02 08:10:00.0	11.17
04/29/02 08:20:00.0	11.25
04/29/02 08:30:00.0	11.25
04/29/02 08:40:00.0	11.25
04/29/02 08:50:00.0	11.25
04/29/02 09:00:00.0	11.25
04/29/02 09:10:00.0	11.25
04/29/02 09:20:00.0	11.25
04/29/02 09:30:00.0	11.25
04/29/02 09:40:00.0	11.34
04/29/02 09:50:00.0	11.34
04/29/02 10:00:00.0	11.34
04/29/02 10:10:00.0	11.34
04/29/02 10:20:00.0	11.34
04/29/02 10:30:00.0	11.34
04/29/02 10:40:00.0	11.34
04/29/02 10:50:00.0	11.25
04/29/02 11:00:00.0	11.25
04/29/02 11:10:00.0	11.25
04/29/02 11:20:00.0	11.25
04/29/02 11:30:00.0	11.34
04/29/02 11:40:00.0	11.34
04/29/02 11:50:00.0	11.34
04/29/02 12:00:00.0	11.34
04/29/02 12:10:00.0	11.42
04/29/02 12:20:00.0	11.34
04/29/02 12:30:00.0	11.42
04/29/02 12:40:00.0	11.42
04/29/02 12:50:00.0	11.42
04/29/02 13:00:00.0	11.42
04/29/02 13:10:00.0	11.42
04/29/02 13:20:00.0	11.42
04/29/02 13:30:00.0	11.42
04/29/02 13:40:00.0	11.42
04/29/02 13:50:00.0	11.42
04/29/02 14:00:00.0	11.42
04/29/02 14:10:00.0	11.42
04/29/02 14:20:00.0	11.42
04/29/02 14:30:00.0	11.42
04/29/02 14:40:00.0	11.42
04/29/02 14:50:00.0	11.42
04/29/02 15:00:00.0	11.42
04/29/02 15:10:00.0	11.42
04/29/02 15:20:00.0	11.51
04/29/02 15:30:00.0	11.51
04/29/02 15:40:00.0	11.51
04/29/02 15:50:00.0	11.51
04/29/02 16:00:00.0	11.51
04/29/02 16:10:00.0	11.51
04/29/02 16:20:00.0	11.69
04/29/02 16:30:00.0	11.69
04/29/02 16:40:00.0	11.69
04/29/02 16:50:00.0	11.69
04/29/02 17:00:00.0	11.69
04/29/02 17:10:00.0	11.78
04/29/02 17:20:00.0	11.86
04/29/02 17:30:00.0	11.95
04/29/02 17:40:00.0	11.78
04/29/02 17:50:00.0	11.78
04/29/02 18:00:00.0	11.78
04/29/02 18:10:00.0	11.69
04/29/02 18:20:00.0	11.69
04/29/02 18:30:00.0	11.69
04/29/02 18:40:00.0	11.6
04/29/02 18:50:00.0	11.6
04/29/02 19:00:00.0	11.6
04/29/02 19:10:00.0	11.51
04/29/02 19:20:00.0	11.34
04/29/02 19:30:00.0	11.42
04/29/02 19:40:00.0	11.51
04/29/02 19:50:00.0	11.6
04/29/02 20:00:00.0	11.6
04/29/02 20:10:00.0	11.69
04/29/02 20:20:00.0	11.69
04/29/02 20:30:00.0	11.69
04/29/02 20:40:00.0	11.78
04/29/02 20:50:00.0	11.78
04/29/02 21:00:00.0	11.69
04/29/02 21:10:00.0	11.69
04/29/02 21:20:00.0	11.34
04/29/02 21:30:00.0	11.34
04/29/02 21:40:00.0	11.42
04/29/02 21:50:00.0	11.51
04/29/02 22:00:00.0	11.34
04/29/02 22:10:00.0	11.42
04/29/02 22:20:00.0	11.42
04/29/02 22:30:00.0	11.25
04/29/02 22:40:00.0	11.08
04/29/02 22:50:00.0	10.99
04/29/02 23:00:00.0	11.08
04/29/02 23:10:00.0	11.08
04/29/02 23:20:00.0	11.08
04/29/02 23:30:00.0	11.08
04/29/02 23:40:00.0	11.17
04/29/02 23:50:00.0	11.08
04/30/02 00:00:00.0	10.99
04/30/02 00:10:00.0	10.99
04/30/02 00:20:00.0	11.08
04/30/02 00:30:00.0	11.25
04/30/02 00:40:00.0	11.34
04/30/02 00:50:00.0	11.08
04/30/02 01:00:00.0	11.25
04/30/02 01:10:00.0	11.34
04/30/02 01:20:00.0	11.42
04/30/02 01:30:00.0	11.17
04/30/02 01:40:00.0	11.17
04/30/02 01:50:00.0	11.34
04/30/02 02:00:00.0	11.17
04/30/02 02:10:00.0	11.25
04/30/02 02:20:00.0	11.17
04/30/02 02:30:00.0	11.17
04/30/02 02:40:00.0	11.17
04/30/02 02:50:00.0	11.17
04/30/02 03:00:00.0	11.08
04/30/02 03:10:00.0	11.08
04/30/02 03:20:00.0	11.17
04/30/02 03:30:00.0	11.25
04/30/02 03:40:00.0	11.25
04/30/02 03:50:00.0	11.34
04/30/02 04:00:00.0	11.34
04/30/02 04:10:00.0	11.34
04/30/02 04:20:00.0	11.42
04/30/02 04:30:00.0	11.42
04/30/02 04:40:00.0	11.42
04/30/02 04:50:00.0	11.34
04/30/02 05:00:00.0	11.34
04/30/02 05:10:00.0	11.34
04/30/02 05:20:00.0	11.34
04/30/02 05:30:00.0	11.34
04/30/02 05:40:00.0	11.34
04/30/02 05:50:00.0	11.34
04/30/02 06:00:00.0	11.34
04/30/02 06:10:00.0	11.34
04/30/02 06:20:00.0	11.34
04/30/02 06:30:00.0	11.34
04/30/02 06:40:00.0	11.34
04/30/02 06:50:00.0	11.34
04/30/02 07:00:00.0	11.25
04/30/02 07:10:00.0	11.17
04/30/02 07:20:00.0	11.17
04/30/02 07:30:00.0	11.25
04/30/02 07:40:00.0	11.51
04/30/02 07:50:00.0	11.51
04/30/02 08:00:00.0	11.6
04/30/02 08:10:00.0	11.69
04/30/02 08:20:00.0	11.78
04/30/02 08:30:00.0	11.86
04/30/02 08:40:00.0	11.78
04/30/02 08:50:00.0	11.69
04/30/02 09:00:00.0	11.69
04/30/02 09:10:00.0	11.69
04/30/02 09:20:00.0	11.69
04/30/02 09:30:00.0	11.6
04/30/02 09:40:00.0	11.6
04/30/02 09:50:00.0	11.6
04/30/02 10:00:00.0	11.6
04/30/02 10:10:00.0	11.6
04/30/02 10:20:00.0	11.6
04/30/02 10:30:00.0	11.69
04/30/02 10:40:00.0	11.69
04/30/02 10:50:00.0	11.6
04/30/02 11:00:00.0	11.6
04/30/02 11:10:00.0	11.6
04/30/02 11:20:00.0	11.51
04/30/02 11:30:00.0	11.51
04/30/02 11:40:00.0	11.42
04/30/02 11:50:00.0	11.34
04/30/02 12:00:00.0	11.25
04/30/02 12:10:00.0	11.51
04/30/02 12:20:00.0	11.6
04/30/02 12:30:00.0	11.69
04/30/02 12:40:00.0	11.69
04/30/02 12:50:00.0	11.6
04/30/02 13:00:00.0	11.6
04/30/02 13:10:00.0	11.6
04/30/02 13:20:00.0	11.69
04/30/02 13:30:00.0	11.51
04/30/02 13:40:00.0	11.51
04/30/02 13:50:00.0	11.69
04/30/02 14:00:00.0	11.69
04/30/02 14:10:00.0	11.78
04/30/02 14:20:00.0	11.69
04/30/02 14:30:00.0	11.86
04/30/02 14:40:00.0	12.03
04/30/02 14:50:00.0	12.03
04/30/02 15:00:00.0	11.69
04/30/02 15:10:00.0	11.95
04/30/02 15:20:00.0	11.6
04/30/02 15:30:00.0	12.03
04/30/02 15:40:00.0	12.03
04/30/02 15:50:00.0	12.03
04/30/02 16:00:00.0	12.03
04/30/02 16:10:00.0	12.03
04/30/02 16:20:00.0	12.03
04/30/02 16:30:00.0	11.95
04/30/02 16:40:00.0	12.03
04/30/02 16:50:00.0	11.95
04/30/02 17:00:00.0	11.86
04/30/02 17:10:00.0	11.86
04/30/02 17:20:00.0	11.78
04/30/02 17:30:00.0	11.78
04/30/02 17:40:00.0	11.69
04/30/02 17:50:00.0	11.69
04/30/02 18:00:00.0	11.69
04/30/02 18:10:00.0	11.6
04/30/02 18:20:00.0	11.6
04/30/02 18:30:00.0	11.6
04/30/02 18:40:00.0	11.6
04/30/02 18:50:00.0	11.6
04/30/02 19:00:00.0	11.6
04/30/02 19:10:00.0	11.6
04/30/02 19:20:00.0	11.6
04/30/02 19:30:00.0	11.51
04/30/02 19:40:00.0	11.51
04/30/02 19:50:00.0	11.51
04/30/02 20:00:00.0	11.51
04/30/02 20:10:00.0	11.51
04/30/02 20:20:00.0	11.42
04/30/02 20:30:00.0	11.42
04/30/02 20:40:00.0	11.42
04/30/02 20:50:00.0	11.42
04/30/02 21:00:00.0	11.42
04/30/02 21:10:00.0	11.34
04/30/02 21:20:00.0	11.34
04/30/02 21:30:00.0	11.34
04/30/02 21:40:00.0	11.34
04/30/02 21:50:00.0	11.34
04/30/02 22:00:00.0	11.25
04/30/02 22:10:00.0	11.25
04/30/02 22:20:00.0	11.25
04/30/02 22:30:00.0	11.34
04/30/02 22:40:00.0	11.25
04/30/02 22:50:00.0	11.25
04/30/02 23:00:00.0	11.25
04/30/02 23:10:00.0	11.25
04/30/02 23:20:00.0	11.25
04/30/02 23:30:00.0	11.25
04/30/02 23:40:00.0	11.17
04/30/02 23:50:00.0	11.17
05/01/02 00:00:00.0	11.17
05/01/02 00:10:00.0	11.17
05/01/02 00:20:00.0	11.17
05/01/02 00:30:00.0	11.17
05/01/02 00:40:00.0	11.17
05/01/02 00:50:00.0	11.08
05/01/02 01:00:00.0	10.91
05/01/02 01:10:00.0	10.74
05/01/02 01:20:00.0	10.66
05/01/02 01:30:00.0	10.74
05/01/02 01:40:00.0	10.74
05/01/02 01:50:00.0	10.74
05/01/02 02:00:00.0	10.49
05/01/02 02:10:00.0	10.41
05/01/02 02:20:00.0	10.32
05/01/02 02:30:00.0	10.32
05/01/02 02:40:00.0	10.32
05/01/02 02:50:00.0	10.32
05/01/02 03:00:00.0	10.32
05/01/02 03:10:00.0	10.24
05/01/02 03:20:00.0	10.24
05/01/02 03:30:00.0	10.24
05/01/02 03:40:00.0	10.24
05/01/02 03:50:00.0	10.24
05/01/02 04:00:00.0	10.32
05/01/02 04:10:00.0	10.32
05/01/02 04:20:00.0	10.41
05/01/02 04:30:00.0	10.41
05/01/02 04:40:00.0	10.32
05/01/02 04:50:00.0	10.32
05/01/02 05:00:00.0	10.32
05/01/02 05:10:00.0	10.32
05/01/02 05:20:00.0	10.32
05/01/02 05:30:00.0	10.32
05/01/02 05:40:00.0	10.41
05/01/02 05:50:00.0	10.41
05/01/02 06:00:00.0	10.41
05/01/02 06:10:00.0	10.32
05/01/02 06:20:00.0	10.32
05/01/02 06:30:00.0	10.32
05/01/02 06:40:00.0	10.41
05/01/02 06:50:00.0	10.41
05/01/02 07:00:00.0	10.41
05/01/02 07:10:00.0	10.49
05/01/02 07:20:00.0	10.49
05/01/02 07:30:00.0	10.49
05/01/02 07:40:00.0	10.49
05/01/02 07:50:00.0	10.49
05/01/02 08:00:00.0	10.41
05/01/02 08:10:00.0	10.41
05/01/02 08:20:00.0	10.41
05/01/02 08:30:00.0	10.41
05/01/02 08:40:00.0	10.41
05/01/02 08:50:00.0	10.41
05/01/02 09:00:00.0	10.49
05/01/02 09:10:00.0	10.74
05/01/02 09:20:00.0	10.99
05/01/02 09:30:00.0	11.08
05/01/02 09:40:00.0	11.08
05/01/02 09:50:00.0	10.99
05/01/02 10:00:00.0	10.99
05/01/02 10:10:00.0	10.99
05/01/02 10:20:00.0	10.91
05/01/02 10:30:00.0	10.91
05/01/02 10:40:00.0	10.99
05/01/02 10:50:00.0	11.08
05/01/02 11:00:00.0	11.08
05/01/02 11:10:00.0	11.08
05/01/02 11:20:00.0	10.99
05/01/02 11:30:00.0	10.99
05/01/02 11:40:00.0	10.99
05/01/02 11:50:00.0	10.99
05/01/02 12:00:00.0	10.91
05/01/02 12:10:00.0	10.91
05/01/02 12:20:00.0	10.91
05/01/02 12:30:00.0	10.99
05/01/02 12:40:00.0	10.99
05/01/02 12:50:00.0	10.99
05/01/02 13:00:00.0	10.99
05/01/02 13:10:00.0	10.99
05/01/02 13:20:00.0	10.99
05/01/02 13:30:00.0	10.99
05/01/02 13:40:00.0	10.99
05/01/02 13:50:00.0	10.99
05/01/02 14:00:00.0	10.99
05/01/02 14:10:00.0	10.99
05/01/02 14:20:00.0	10.99
05/01/02 14:30:00.0	10.99
05/01/02 14:40:00.0	10.99
05/01/02 14:50:00.0	11.08
05/01/02 15:00:00.0	10.99
05/01/02 15:10:00.0	10.99
05/01/02 15:20:00.0	10.99
05/01/02 15:30:00.0	10.99
05/01/02 15:40:00.0	10.99
05/01/02 15:50:00.0	10.99
05/01/02 16:00:00.0	10.99
05/01/02 16:10:00.0	11.08
05/01/02 16:20:00.0	11.08
05/01/02 16:30:00.0	11.08
05/01/02 16:40:00.0	11.17
05/01/02 16:50:00.0	11.34
05/01/02 17:00:00.0	11.42
05/01/02 17:10:00.0	11.6
05/01/02 17:20:00.0	11.6
05/01/02 17:30:00.0	11.6
05/01/02 17:40:00.0	11.69
05/01/02 17:50:00.0	11.69
05/01/02 18:00:00.0	11.69
05/01/02 18:10:00.0	11.69
05/01/02 18:20:00.0	11.69
05/01/02 18:30:00.0	11.69
05/01/02 18:40:00.0	11.6
05/01/02 18:50:00.0	11.69
05/01/02 19:00:00.0	11.78
05/01/02 19:10:00.0	11.69
05/01/02 19:20:00.0	11.69
05/01/02 19:30:00.0	11.69
05/01/02 19:40:00.0	11.78
05/01/02 19:50:00.0	11.78
05/01/02 20:00:00.0	11.78
05/01/02 20:10:00.0	11.78
05/01/02 20:20:00.0	11.78
05/01/02 20:30:00.0	11.78
05/01/02 20:40:00.0	11.78
05/01/02 20:50:00.0	11.78
05/01/02 21:00:00.0	11.78
05/01/02 21:10:00.0	11.86
05/01/02 21:20:00.0	11.78
05/01/02 21:30:00.0	11.78
05/01/02 21:40:00.0	11.69
05/01/02 21:50:00.0	11.69
05/01/02 22:00:00.0	11.78
05/01/02 22:10:00.0	11.69
05/01/02 22:20:00.0	11.6
05/01/02 22:30:00.0	11.17
05/01/02 22:40:00.0	10.99
05/01/02 22:50:00.0	10.66
05/01/02 23:00:00.0	10.58
05/01/02 23:10:00.0	10.49
05/01/02 23:20:00.0	10.49
05/01/02 23:30:00.0	10.49
05/01/02 23:40:00.0	10.49
05/01/02 23:50:00.0	10.49
05/02/02 00:00:00.0	10.66
05/02/02 00:10:00.0	10.66
05/02/02 00:20:00.0	10.58
05/02/02 00:30:00.0	10.66
05/02/02 00:40:00.0	10.66
05/02/02 00:50:00.0	10.58
05/02/02 01:00:00.0	10.58
05/02/02 01:10:00.0	10.49
05/02/02 01:20:00.0	10.41
05/02/02 01:30:00.0	10.32
05/02/02 01:40:00.0	10.32
05/02/02 01:50:00.0	10.32
05/02/02 02:00:00.0	10.32
05/02/02 02:10:00.0	10.32
05/02/02 02:20:00.0	10.32
05/02/02 02:30:00.0	10.32
05/02/02 02:40:00.0	10.32
05/02/02 02:50:00.0	10.24
05/02/02 03:00:00.0	10.32
05/02/02 03:10:00.0	10.32
05/02/02 03:20:00.0	10.32
05/02/02 03:30:00.0	10.32
05/02/02 03:40:00.0	10.32
05/02/02 03:50:00.0	10.41
05/02/02 04:00:00.0	10.41
05/02/02 04:10:00.0	10.32
05/02/02 04:20:00.0	10.32
05/02/02 04:30:00.0	10.32
05/02/02 04:40:00.0	10.32
05/02/02 04:50:00.0	10.32
05/02/02 05:00:00.0	10.41
05/02/02 05:10:00.0	10.41
05/02/02 05:20:00.0	10.49
05/02/02 05:30:00.0	10.49
05/02/02 05:40:00.0	10.58
05/02/02 05:50:00.0	10.58
05/02/02 06:00:00.0	10.74
05/02/02 06:10:00.0	10.74
05/02/02 06:20:00.0	10.83
05/02/02 06:30:00.0	10.83
05/02/02 06:40:00.0	10.91
05/02/02 06:50:00.0	10.91
05/02/02 07:00:00.0	10.91
05/02/02 07:10:00.0	10.99
05/02/02 07:20:00.0	10.99
05/02/02 07:30:00.0	10.99
05/02/02 07:40:00.0	10.99
05/02/02 07:50:00.0	10.99
05/02/02 08:00:00.0	10.99
05/02/02 08:10:00.0	10.99
05/02/02 08:20:00.0	10.99
05/02/02 08:30:00.0	10.99
05/02/02 08:40:00.0	11.34
05/02/02 08:50:00.0	11.51
05/02/02 09:00:00.0	11.6
05/02/02 09:10:00.0	11.6
05/02/02 09:20:00.0	11.6
05/02/02 09:30:00.0	11.6
05/02/02 09:40:00.0	11.6
05/02/02 09:50:00.0	11.69
05/02/02 10:00:00.0	11.69
05/02/02 10:10:00.0	11.69
05/02/02 10:20:00.0	11.69
05/02/02 10:30:00.0	11.69
05/02/02 10:40:00.0	11.78
05/02/02 10:50:00.0	11.69
05/02/02 11:00:00.0	11.69
